FEN,Result
...f.....c.b.....ae..........51..d...........F...,0
...f....edabc.......................23415....F...,0
...f.....dab....e.c...........4..5..23.1.....F...,0
...f.....d.b.....ac.....e....3...5..2..1.....F...,0
...f.....d.b.....ac..........e..15...........F...,0
...f....ebdac.......................12453....F...,0
...f.....b.ac...e.d...........4..5..12..3....F...,0
...f.....b.ac...e...............d5..12.......F...,0
...f.....b.a......c.....e...........12.......F...,0
...f.....b......eac..........21..............F...,0
...f....ebdca.......................15432....F...,0
...f.....b.ca...e.d..........5.3....1.4.2....F...,0
...f.....b.c....e...a...d....5.3....1...2....F...,0
...f.....b.c....e...a........5d..2...........F...,0
...f.....b.ca...........e........2...........F...,0
...f....beadc.......................45312....F...,0
.e.fa...b..dc...............4........531.....F2..,0
.e.fa.......c..b..d.................453......F21.,0
...f.....e.ac..b..d..........54.......3......F21.,0
...f.....e.ac...b.......d....5..3............F21.,0
...f.....e.ac...b.....5...d..................F21.,0
...f.......ac...e.d....................2.....F.1.,0
...f.......c....ead..............2.......1...F...,0
...f....acdeb.......................31254....F...,0
...f....ac.e....d.b.............45..312......F...,0
...f.....c.e..a...b.....d....3...5...12......F...,0
...f....ac.e......b..........3..5....1.......F...,0
...f.....c......a.e..........3.......1.......F...,0
...f.....c........e.....a....3...............F...,0
...f....acdbe.......................54321....F...,0
...f....ac.b....d.e..........54.......321....F...,0
...f.....c.b..a...e.....d....5..3......21....F...,0
...f.....c.b......e...a.........d2......1....F...,0
...f....eadbc.......................14352....F...,0
...f.....a.bc...e.d..........4...5..1.3.2....F...,0
...f.......bc...ea......d....4...5..1...2....F...,0
...f.......b....eac..........4..5...1........F...,0
...f.......b....e.c..........4a..............F...,0
...f....bcaed.......................12543....F...,0
...f.....cae....b.d...........5..4..12..3....F...,0
...f.....c......bae..............4..12..3....F...,0
...f.....c......bae..........2..34..1........F...,0
...f.....c......bae..........21..4...........F...,0
...f.....c......b.......a.e..2...............F...,0
...f....daceb.......................21354....F...,0
...f.....a.eb...d.c..........2...5...13.4....F...,0
...f.....a.eb...d.c..........23.45...1.......F...,0
...f.....a.eb.....c..........2d1.5...........F...,0
...f.......eb....ac..........d...5...........F...,0
...f....cbead.......................45231....F...,0
...f....cb.a....e.d..........54.......231....F...,0
...f....cb......ea......d....5...3....2.1....F...,0
...f....cb.......a....e.........d3......1....F...,0
...f....bdeca.......................31254....F...,1
...f.....d.ca...b.e..............4..312......F5..,1
...f.....d.c....b.e........a.32..4...1.......F5..,1
...f.......c....d.e....2...4.3.......1.......F5..,1
...f............dc.e.........3.......1.......F5..,1
...f.......c....d.e..........3...5...1.......F...,1
...f.......c....d.e.....1....3...5...........F...,1
...f.......c....d........5...3...............F...,1
...f.......c....5............3...............F...,1
...f....dabce.......................13254....F...,0
...f.....abc....d.e..............5.1.32.4....F...,0
...f.....a.c....d.e....b.....3..45.1..2......F...,0
...f.....a.c......e.....d........5.1..2......F...,0
...f.....a.c......e..........d...5...........F...,0
...f....edcab.......................32154....F...,0
...f....ed.a....c.b..............5..32..4...1F...,0
...f....ed.a....c.b..........3..45...2......1F...,0
...f.....d......eab..........3...5...2......1F...,0
...f.....d.a....e.......b....3...5..........1F...,0
...f.....d......e.a..........3..............1F...,0
...f.....d......e.a..........31..............F...,0
...f....acbde.......................14325....F...,1
...f....ac.d....b.e..........4...5..1.32.....F...,1
...f.....c.d..a.b.......e....4...5..1..2.....F...,1
...f.....c.d....b....a.......4..5...1........F...,1
...f.....c.d...4b...............5...1........F...,1
...f....ecbad.......................24315....F...,0
...f.....cba....e.d..........4...5..2.31.....F...,0
...f.....c.a....eb......d....4...5..2..1.....F...,0
...f.....c.a....e.b...........4..5.....1.....F...,0
...f.....c.a....e.b.............15...........F...,0
...f.....c.a....e.b.......5..................F...,0
...f....bdeca.......................12534....F...,0
...f.....d.ca...b.e.............5..1.2.34....F...,0
...f.....d.c....b...a...e........4.1.2.3.....F...,0
...f.....d.c....b...a........2...e.1.........F...,0
...f....aedbc.......................14532....F...,0
...f.....e.bc...a.d..........1.......4.32....F5..,0
...f.......bc...e.d....4.....1.........32....F5..,0
...f.......b....edc..........1...3......2....F5..,0
...f.....d......ebc..........1..53......2....F...,0
...f.....d.......bc..........1..e3...........F...,0
...f....daecb.......................25143....F...,1
...f....da.c....e.b..........5...4..2.1.3....F...,1
...f.....d.c....eab..........52.34....1......F...,1
...f.....d.c.....ab..........5e.14...........F...,1
...f.....d.c......b.....a.......14...........F...,1
...f.....d.c......b......4...................F...,1
...f.....d.4.................................F...,1
...f....cabde.......................14235....F...,1
...f.....abd....c.e..........4...5..1.23.....F...,1
...f.....a.d....c.e....b.....42.35..1........F...,1
...f.......d....a.e....4........35..1........F...,1
...f.............e..............35..1........F...,1
...f............e............1...5...........F...,1
...f............e......1..5..................F...,1
...f....ebdac.......................24135....F...,0
...f.....b.ac...e.d..........4...5..2.13.....F...,0
...f.....b.c....ead..........42.35....1......F...,0
...f.....b.c....ea...........4d.15...........F...,0
...f.....b.c......a.....e.......15...........F...,0
...f....bdeac.......................42153....F...,0
...f....bd.a....e.c..................2153.4..F...,0
...f....bd.a....e.c..............5.4.21.3....F...,0
...f....bd.a....e.c..........4..35...21......F...,0
...f....bd......ea......c....41..5...2.......F...,0
...f....bd......e.......a....4.c.5...........F...,0
...f....bd......e.a.......5..........4.......F...,0
...f....ecbad.......................31542....F...,0
...f.....cba....e.d...........51....3..42....F...,0
...f.....c.a.....bd.....e......1.4..3...2....F...,0
...f.....c.a....b.d..........3...4......2....F...,0
...f.....c.......ad.....b....3...4...........F...,0
...f.....c.......ad....3b....................F...,0
...f....adceb.......................53421....F...,0
...f.....d.eb...a.c...........4......3.21...5F...,0
...f.......eb...d.c....4.....3.........21...5F...,0
...f......e.......c.b........3.........21...5F...,0
...f........b...e.c..........3...2...5..1....F...,0
...f.......b......c.....e....3...2......1....F...,0
...f.......b....e.......c....3...2...........F...,0
...f.......b....e.........2....c.............F...,0
...f....eabcd.......................14235....F...,1
...f.....abc....e.d..........4...5..1.23.....F...,1
...f.....a.c....e.d....b.....42.35..1........F...,1
...f.....a.c......d.....3....e...5..1........F...,1
...f.....a.c....d.........5..1...............F...,1
...f.....a.c....d..5.........................F...,1
...f....deabc.......................32514....F...,0
...f.....eab....d.c.............54..32.1.....F...,0
...f.......b....eac..............4..32.1.....F...,0
...f.......b....eac..........32..4.....1.....F...,0
...f.......b....ea...........3..c4...........F...,0
...f.......b......a.....e....3...............F...,0
...f....daecb.......................31245....F...,0
...f.....a.cb...d.e.............45..312......F...,0
...f.......cb....ae.....d....3...5...12......F...,0
...f.......cb...a.e..........3..5....1.......F...,0
...f.......cb.....e..........3a..............F...,0
...f....cdbae.......................23541....F...,0
..cf.....dba......e...........5.....23..1....F.4.,0
..cf.....dba....e............3......2...1....F.4.,0
...f....cd.a....e.b..........32..1...........F.4.,0
...f....cd......ea......b....3...1.......4...F...,0
...f....cd.......a.....e.b...............4...F...,0
...f....cd......e.a......4...................F...,0
...f....becda.......................21345....F...,0
...f.....e.da...b.c..............5.2.134.....F...,0
...f.....e.d....b.c........a..3.45.2.1.......F...,0
...f.....e......b.d...........3..a.2.1.......F...,0
...f....edacb.......................31452....F...,0
...f.....dac....e.b.............45..31..2....F...,0
...f.....d.c.....ab.....e....3...5...1..2....F...,0
...f.....d.c....a.b..........3..5....1.......F...,0
...f.....d.c......b..........3a..............F...,0
...f....dbcae.......................54132....F...,0
...f.....bca....d.e..........54.......132....F...,0
...f.....b.a.....ce.....d....5...3....1.2....F...,0
...f.....b.a.....ce..........51..d...........F...,0
...f.....b.a......e...5.c..............d.....F...,0
...f....ebdac.......................23541....F...,0
...f....ebdac.......................23541....F...,0
...f.....b.ac...e.d.............54..23..1....F...,0
...f.....b.ac...e.d..........3...4..2...1....F...,0
...f.....b.c....ead..........32.14...........F...,0
...f.....b.c....ead.......1..3...4...........F...,0
...f.....b.c.....a.....e.d1..................F...,0
...f....eadcb.......................21543....F...,0
...f.....ad.b...e.c.................2.5.3..1.F4..,0
...f.....a.db.....c.....e...........2...3..1.F4..,0
...f.......db...eac..........2...3.........1.F4..,0
...f.......db...eac..........2..43.........1.F...,0
...f.......db...eac..........2...3...1.......F...,0
...f.....a.db...e.......c....2...3...........F...,0
...f.....a..b...e.d..........2...............F...,0
...f....beacd.......................32541....F...,1
...f.....eac....b.d.............54..32..1....F...,1
...f.....e.c....b.a..............4..32..1....F...,1
...f.....e......b.c......4...3.......2..1....F...,1
...f.............e...........3.......2..1....F...,1
...f.....e...................32..1...........F...,1
...f.............e...........3...1...........F...,1
...f.......e..........3..1...................F...,1
...f....edbac.......................41523....F...,0
...f.....dba....e.c..........45......1.23....F...,0
...f.....dba....e.c..........4...3...1.2.....F...,0
...f.....d.a....e.c.....b....4...3...1.......F...,0
...f.....d......eac...........4..3...........F...,0
...f....aebcd.......................42315....F...,0
...f....ae.c....b.d...........2..5..4.31.....F...,0
...f....ae.c....b.d..........42.35.....1.....F...,0
...f....ae.c....b............4d.15...........F...,0
...f....ae.c....b.......4.......15...........F...,0
...f.....a.c....e.......1........5...........F...,0
...f............a.c......5...................F...,0
...f....caebd.......................25134....F...,1
...f....ca.b....e.d..........5...4..2.13.....F...,1
...f.....c.b....ead..........52.34....1......F...,1
...f.....c.b....ea...........5d.14...........F...,1
...f.....c.b....e.......a.......14...........F...,1
...f............c.b..............4...........F...,1
...f............c4b..........................F...,1
...f......4.......b..........................F...,1
...f....baecd.......................31245....F...,1
...f....ba.c....e.d..............5..312......F4..,1
...f.....b.c....ead..........32..5...1.......F4..,1
...f.....b.c......d....e.....3...5...1.4.....F...,1
...f.......c....b.d..........1..45...........F...,1
...f.......c....b.d.......5..1...............F...,1
...f.......5....b............1...............F...,1
...f....dbcae.......................42315....F...,0
...f.a..dbc.......e............2.5..4.31.....F...,0
...f.....bca....d.e..........4.235.....1.....F...,0
...f.....bca......e..........4.d15...........F...,0
...f.....bca............de...4...............F...,0
...f....cbeda.......................52431....F...,0
...f....cb.d....e.a..........54......2.31....F...,0
...f....cb......e.d......3...54......2..1....F...,0
...f....cb......e.......d....5.......2..1....F...,0
...f....cb.d....e............52..1...........F...,0
...f....cb.d...........e.........1...........F...,0
...f....becad.......................24513....F...,0
...f....be.a....c.d...........5...3.24.1.....F...,0
...f....be......c.d.....a....4....3.2..1.....F...,0
...f....be......c.d.....a....42........1.....F...,0
...f....be......c.d..........4...1...........F...,0
...f....b..d....e................1...........F...,0
...f.....b......e.d......1...................F...,0
...f....cbdea.......................13452....F...,0
...f....cb.e....d.a...........4..5..13..2....F...,0
...f....cb.e.....a......d....3...5..1...2....F...,0
...f.....b.e....ca...........3..5...1........F...,0
...f.....b.e....c............3a..............F...,0
...f....adcbe.......................14523....F...,0
...f....ad.b....c.e...........5......4.23..1.F...,0
...f.....d.b..a.c.......e....4.........23..1.F...,0
...f....ad.b....c.e..........4..23.........1.F...,0
...f....ad.b....c.e..........4...3.1.........F...,0
...f.......b..a.d.e..............3.1.........F...,0
...f.....d.b......e..1...........3...........F...,0
...f.......b....d.....1..e...................F...,0
...f....bdeca.......................41352....F...,1
...f.....d.ca...b.e..............5...13.2.4..F...,1
...f.....d.ca...b.e.............35.4.1..2....F...,1
...f.....d.c....b...a...e....4...5...1..2....F...,1
...f.....d.ca...b............4..5....1.......F...,1
...f.....d.c....5........a...4.......1.......F...,1
...f....acebd.......................31245....F...,0
...f....ac.b....e.d.............45..312......F...,0
...f.....c.b..a.e.......d....3...5...12......F...,0
...f....ac.b....e............3..5....1.......F...,0
...f....ac.b......e..........31..............F...,0
...f.....c......a.b..........3...............F...,0
...f....abdec.......................21345....F...,0
...f....ab.e....d.c.............45..213......F...,0
...f.....b.e..a...c.....d.....3..5..21.......F...,0
...f.....b.e..a...c..........d.1.5...........F...,0
...f.....b.e..a.........c5...........d.......F...,0
...f....ecbad.......................35142....F...,1
...f.....cba....e.d..........5...4..3.1.2....F...,1
...f.....c.a....e.d......b...53.24....1......F...,1
...f.....c......e.a......4...53.......1......F...,1
...f.............e...........53.......1......F...,1
...f....................e....5..1............F...,1
...f....cabed.......................51234....F...,0
...f.....abe....c.d..........15.......234....F...,0
...f.....a.e....c.d.....5b...1...4....23.....F...,0
...f.....a......c........e...1........23.....F...,0
...f.....a......c............12........e.....F...,0
...f....eacbd.......................42513....F...,0
...f.....acb....e.d...........5.....42.1.....F3..,0
...f.....a.b.....cd.....e....4.......2.1.....F3..,0
...f.....a.b.....cd..........e...1...........F3..,0
...f....becda.......................31254....F...,0
...f....be.d....c.a.............45..312......F...,0
...f....be......c.d......4...3...5...12......F...,0
...f......e...b.c............3...5...12......F...,0
...f..........b...e.....c....3...5...1.......F...,0
...f....b.........e...........3..5...........F...,0
...f....cadeb.......................21354....F...,1
..cf.....ade......b..................135..2..F4..,1
...f....ca.e....d.b...........3..5...1....2..F4..,1
...f....ca.e....d.b..........1...5........2..F4..,1
...f.....c.e....dab..........1...5.2...4.....F...,1
...f.....c.e......b....d........45.2.........F...,1
...f.....c.e....d.b..........2...5...........F...,1
...f.....c......d.e......5...2...............F...,1
...f.....d.......5...........2...............F...,1
...f....ceadb.......................15342....F...,1
...f.....ead....c.b..........5........342.1..F...,1
...f.....e.d....c.b......a...5..34......2.1..F...,1
...f.....e.d.....c...........5...4......2.1..F...,1
...f.....e.d............c....5...4........1..F...,1
...f.....e......c.d...5..........4.1.........F...,1
...f.......d....e............1...4...........F...,1
...f.....e........4..........1...............F...,1
...f..............e...1......................F...,1
...f....1.........e..........................F...,1
...f....cabde.......................25134....F...,0
...f.....abd....c.e..........5......2.13.4...F...,0
...f.....a.d....c.e......b...5..34..2.1......F...,0
...f.....a.d....c............52..e....1......F...,0
...f.....a......c.d..........52........1.....F...,0
...f.....a.d............c....5...1...........F...,0
...f.......d....a................1...........F...,0
...f....deabc.......................41352....F...,0
...f.....eab....d.c..........4...5...13.2....F...,0
...f.....e.b....da......c....4...5...1..2....F...,0
...f.....e.b....d.a..........4..5....1.......F...,0
...f.....e.b....d............4a..............F...,0
...f....cebad.......................45213....F...,0
...f.....eba....c.d..........54.......213....F...,0
...f.....e.a....cb......d....5...3....21.....F...,0
...f.....e.a....cb...........5.1.d...........F...,0
...f.....e.a....c......5b..............d.....F...,0
...f....cbeda.......................15324....F...,1
...f....cb.d....e.a..........5...4..1.32.....F...,1
...f....cb......e.d......3...5...4..1..2.....F...,1
...f....cb......e.d..........5..24..1........F...,1
...f....cb.d............e....51..4...........F...,1
...f.......d....cb...........5...4...........F...,1
...f.......d....5........b.......4...........F...,1
...f....debca.......................53412....F...,0
...f.....eb.a...dc...........5..2....341.....F...,0
...f.....e..a....cb.....d....5..2....3.1.....F...,0
...f.....e..a...c.b...........5.2......1.....F...,0
...f.......a....e.b.............2......1.....F...,0
...f............ea......b........1...........F...,0
...f....cabde.......................53412....F...,0
...f.....abd....c.e..........5..4....3.12....F...,0
...f.....abd....c............5e........12....F...,0
...f.......d....cab.....5..............12....F...,0
...f.....a.d......b..............2.....1.....F...,0
...f.......d......b.....a........2...........F...,0
...f....bcaed.......................15432....F...,0
...f.....cae....b.d..........54.....1..32....F...,0
...f.....c.e....ba......d....5...3..1...2....F...,0
...f.....c.e....ba...........51..d...........F...,0
...f....ebacd.......................54231....F...,0
...f.....bac....e.d..........5.3.....42.1....F...,0
...f.....b.c....ea......d....5.3......2.1....F...,0
...f.....b.c....ea...........5d..1...........F...,0
...f.....b.c....e.......a........1...........F...,0
...f....bdeca.......................24513....F...,1
...f....bd.c....e.a..........4..5...2..13....F...,1
...f....bd.c....e.a..........4...3..2..1.....F...,1
...f....bd......e.c......3...42........1.....F...,1
...f......d...b.e............42........1.....F...,1
...f..........b.e.......d....4...1...........F...,1
...f............e....b.d..1..................F...,1
...f........1...e...........b.d..............F...,1
...f....daecb.......................43152....F...,0
...f....daecb....................5..4.1.2...3F...,0
...f.....a.cb...d.e..........4..25....1.....3F...,0
...f.......cb....ae.....d....41..5..........3F...,0
...f.......cb...a.e...........4..5...3.......F...,0
...f.....a.cb...........e....3...5...........F...,0
...f.....a.cb.....e...3......................F...,0
...f.......c....3.e.b........................F...,0
...f....beacd.......................54213....F...,0
...f.....eac....b.d..........54.......213....F...,0
...f.....e.c....ba......d....5...3....21.....F...,0
...f.....e.c....b.a...........5..3.....1.....F...,0
...f.....e.c....b...............a3...........F...,0
...f....cdbae.......................54123....F...,0
...f.....dba....c.e..........5..3....412.....F...,0
...f.....d.a....cb......e....5..3.....12.....F...,0
...f.....d.a....c.b..........5..12...........F...,0
...f.....d.a....c.b...5..........2...........F...,0
...f.....a........b..............2...........F...,0
...f....debac.......................15423....F...,0
...f.....eba....d.c..........54.....1..23....F...,0
...f.....e.a.....bc.....d....5...3..1..2.....F...,0
...f.....e.a.....bc..........51..d...........F...,0
...f.....e.a......c....5b..............d.....F...,0
...f....bcdae.......................25413....F...,1
..cf....b.da.......e..........2......541.....F3..,1
...f....bcda......e..........52.4......1.....F3..,1
...f....bcda.................5e..1...........F3..,1
...f....bc......d.a.....5........1...........F3..,1
...f.....5.a....b................1...........F3..,1
...f....dcbae.......................54132....F...,0
...f.....cba....d.e..........54.......132....F...,0
...f.....c.a.....be.....d....5...3....1.2....F...,0
...f.....c.a.....be..........51..d...........F...,0
...f.....c.a......e....5b..............d.....F...,0
...f....dceba.......................21543....F...,0
...f.....c.ba...d.e.............54..21..3....F...,0
...f.....c.ba...d...............e4..21.......F...,0
...f.....c.ba...d............21........e.....F...,0
...f....bcead.......................21543....F...,0
...f....bcead....................4..21..3...5F...,0
...f....bc.a....e.d..........2..34...1......5F...,0
...f....bc.a....e.d..........2...4..51.......F...,0
...f....bc......e.d.....a....2...4...1.......F...,0
...f....bc.d....e.............2..4...........F...,0
...f....cabde.......................42315....F...,0
...f.....abd....c.e..........4...5...231.....F...,0
...f.....a.d.....be.....c....4...5...2.1.....F...,0
...f.....a.d....b.e...........4..5.....1.....F...,0
...f.....a.d....b.e.............15...........F...,0
...f....dabec.......................51432....F...,0
...f.....abe....d.c..........54......1.32....F...,0
...f.....a.e.....bc.....d....5...3...1..2....F...,0
...f.....a.e.....bc..........51..d...........F...,0
...f.....a.e......c...5.b..............d.....F...,0
...f....ceadb.......................31425....F...,0
...f.....ead....c.b.............45..31.2.....F...,0
...f.....e.d....c.b....a4....3...5...1.2.....F...,0
...f.......d......b....e.........5...1.2.....F...,0
...f.....e.d......b..........1..25...........F...,0
...f.....e.d....b........5...1...............F...,0
...f....ecadb.......................23541....F...,0
...f.....cad....e.b...........5..4..23..1....F...,0
...f.....cad....e.b..........3...4..2...1....F...,0
...f.....c.d....e.b......a...32.14...........F...,0
...f.....c......e.d......4...32..............F...,0
...f.............e...........32..............F...,0
...f....caedb.......................41532....F...,0
...f.....a.db...c.e..........45......1.32....F...,0
...f.....a.db...c.e..........4...3...1..2....F...,0
...f.......db....ae.....c....4...3...1.......F...,0
...f.......db...a.e...........4..3...........F...,0
...f.......db...a.e.......3..................F...,0
...f....bdeac.......................42531....F...,0
..bf.....d.ac.....e..........25.....4..31....F...,0
..bf.....d.ac................2e........31....F...,0
..bf.....d.ac...................13...e.......F...,0
...f....acdbe.......................32145....F...,0
.c.f....a.db......e.................3214.5...F...,0
...f....ac.b....d.e.............45..321......F...,0
...f.....c.b..a...e.....d....3...5...21......F...,0
...f.....c.b..a...e..........d.2.5...........F...,0
...f....acebd.......................24135....F...,1
...f.....c.bd...a.e..........4...5..2.13.....F...,1
...f.......bd...c.e....4........35..2.1......F...,1
...f........d....e..............35..2.1......F...,1
...f............e.d..........21.35...........F...,1
...f............e.........5..2d..............F...,1
...f............e........5.....d.............F...,1
...f............e.......5....................F...,1
...f....cedba.......................14352....F...,1
...f....ce.b....d.a..........4...5..1.3.2....F...,1
...f....ce......d.b......3...4...5..1...2....F...,1
...f.....ed...c..............4...5..1...2....F...,1
...f....ce........d..........41.25...........F...,1
...f....ce................5..4d..............F...,1
...f.....e.......c......4.5..................F...,1
...f............e..5.........................F...,1
...f5...........e............................F...,1
...f....bdcea.......................25341....F...,0
...f....bdcea.......................2.34...5.F.1.,0
...f....bd.e....c.a...........3..4..2......5.F.1.,0
...f....bd......cae..........23..4.5.........F.1.,0
...f....bd......cae..........2...4.5...1.....F...,0
...f....bd.a......e.....c....2...4.5.........F...,0
...f....bd.a...........c..e........5.........F...,0
...f.....d.a....b.e....5.....................F...,0
...f....caebd.......................52143....F...,0
.c.f.....aeb.......d.................2.43...5F1..,0
.c.f.....a.bd...e................4......3..25F1..,0
...f....ca.b....e.d.............34...5.....2.F1..,0
...f....c..b....ea......d....5...4.........2.F1..,0
...f....c..b....ea......d........4...2.......F1..,0
...f.....c.b....ead..........2...4.....1.....F...,0
...f.....c.b....e........d...2...4...........F...,0
...f............ec4..........2...............F...,0
...f....cebad.......................51324....F...,0
...f.....eba....c.d..........5...4...132.....F...,0
...f.....e.a.....bd.....c....5...4...1.2.....F...,0
...f.....e.a....b.d..........5..4....1.......F...,0
...f.....e.a....b............5d..............F...,0
...f....dbcea.......................15234....F...,0
...f.....b.ea...d.c..........5...4..1.23.....F...,0
...f.....b.ea...d.c..........5.324..1........F...,0
...f.....b.ea...d............51.c4...........F...,0
...f.....b.e......a.....d....51..............F...,0
...f.......e....b.a...........5..............F...,0
...f....abcde.......................34251....F...,0
...f....ab.d....c.e..............5..3.2.1...4F...,0
...f.....b.d....c.e..a.......32..5......1...4F...,0
...f.......d...c.be...........2..5......1...4F...,0
...f.....b.d....c.e...........2.15...4.......F...,0
...f.......d....c.e.....b....4..15...........F...,0
...f.......d....c.b.......1..4...............F...,0
...f.......d....4.b..........................F...,0
...f....ebdac.......................21543....F...,0
...f.....b.ac...e.d...........5..4..21..3....F...,0
...f.....b.ac.....d.............e4..21.......F...,0
...f.....b.ac.....d..........21........e.....F...,0
...f....cbade.......................42315....F...,0
...f.....bad....c.e..........4...5...231.....F...,0
...f.....b.d.....ae.....c....4...5...2.1.....F...,0
...f.....b.d....a.e...........4..5.....1.....F...,0
...f.....b.d....a.e.............15...........F...,0
...f....adbec.......................41325....F...,0
...f.....d.ec...a.b.......5.........4132.....F...,0
...f.....d.c....a.e..........4.......132.....F...,0
...f.......c....d.e....3.....4.......1.2.....F...,0
...f.......c....d.e..........4...2...1.......F...,0
...f.......c....d.e.....1....4...2...........F...,0
...f..............c...d..........2...........F...,0
...f....becad.......................53421....F...,0
...f....be.a....c.d..........54......3.21....F...,0
...f....be.a....c............5d........21....F...,0
...f....be......c.......a..............21....F...,0
...f....be.a....c...............12...........F...,0
...f....be.a....c.........2..................F...,0
...f.....e....b.c.2..........................F...,0
...f....decba.......................25314....F...,0
...f.....e.ba...d.c..........5......2.31.....F.4.,0
...f.....e.b....d.c........a.52.3......1.....F.4.,0
...f.....e.b....d..........a.5c..1...........F.4.,0
...f.....e.b....d.......5..............a.....F.4.,0
...f....acdeb.......................15432....F...,0
...f....ac.e....d.b..........54.....1..32....F...,0
...f.....c.e..a...b.....d....5...3..1...2....F...,0
...f.....c.e..a...b..........51..d...........F...,0
...f....bedca.......................13542....F...,0
...f....be.c....d.a...........5..4..13..2....F...,0
...f....be.c....d.a..........3...4..1...2....F...,0
...f....be......d.c......2...3...4..1........F...,0
...f....be......d.c..........31..4...........F...,0
...f....be......d.c......4...3...............F...,0
...f.....ed...b..............3...............F...,0
...f....adcbe.......................35421....F...,0
...f....ad.b....c.e...........5.4...3..21....F...,0
...f....ad.b....c............3..e......21....F...,0
...f....ad.b....c............3..12...........F...,0
...f....ad.b....c.....3..........2...........F...,0
...f.....a.b....d........2...................F...,0
...f....cadeb.......................52314....F...,0
...f....ca.e....d.b..............4...231..5..F...,0
...f.....c.e....dab..........5...4...231.....F...,0
...f.....c.e....db.......4...53......2.1.....F...,0
...f.....c.e............d....5.......2.1.....F...,0
...f.....c........e...........5........1.....F...,0
...f.....c........e..............1...........F...,0
...f.....c........1..........................F...,0
...f....cabde.......................25341....F...,0
...f.....abd....c.e..........5...1..2.34.....F...,0
...f.....a.d....c.e......b...53.41..2........F...,0
...f.....a......c.d......1...53.....2........F...,0
...f.............ad.....c....5......2........F...,0
...f............a.d...........5..............F...,0
...f....eabdc.......................51342....F...,0
...f.....abd....e.c..........5.......13.2....F4..,0
...f.....a.d....e.c......b...53..2...1.......F4..,0
...f.....a.d....e.......c....5.......1.......F4..,0
...f.......d....eac..........5...4...1.......F...,0
...f.....a.d....e.......c....5...4...........F...,0
...f.....a.d....e.......c.4..................F...,0
...f....dbcea.......................43251....F...,1
...f.....bcea...d..............5.....32.1...4F...,1
...f.....b.e....5.c.a................32.1...4F...,1
...f....aebdc.......................21453....F...,0
...f.....ebd....a.c..............5..214......F3..,0
...f.....e.d....a.c.....4b.......5..21.......F3..,0
...f.....e.d....a........5..........21.......F3..,0
...f.......d....ea...........2.......1.......F3..,0
...f.......d....e.......a....2...............F3..,0
...f.......d....ea...........2...3...........F...,0
...f............e.d..........2...............F...,0
...f....cbaed.......................43215....F...,1
...f.....bae....c.d............3.5..4.21.....F...,1
...f.....b.e....c.d....a.....423.5.....1.....F...,1
...f.......e....b.d....4......2..5.....1.....F...,1
...f............4.e......5....2........1.....F...,1
...f....ecabd.......................53124....F...,0
...fa....c.bd...e............5...2...31.4....F...,0
...fa....c.b....e.......d....5...2...31......F...,0
...f.....c.ba...e.............5..2....1......F...,0
...f.....c.ba.....e...........1..2...........F...,0
...f.......b....c.a..............2...........F...,0
...f....baecd.......................52143....F...,1
...f.....a.cd...b.e..........5...4...21.3....F...,1
...f.....a.cd...b.e..........51.34...2.......F...,1
...f.....a.cd...........b....5...4...2.......F...,1
...f.....a.c......d...........5..4...........F...,1
...f.....a.c......5..............4...........F...,1
...f....dabce.......................43152....F...,0
...f.....a.ce...d.b..........4..2....315.....F...,0
...f.....a.ce...d.b..........43.25....1......F...,0
...f.....a.ce.....b..........41.d5...........F...,0
...f.......ce.....b.....a....41..............F...,0
...f.......c......e...4.b....................F...,0
...f............4ce..........................F...,0
...f....edbca.......................35142....F...,0
...f.....d.ca...e.b..........5...4..3.1.2....F...,0
...f.....d.ca...e.b..........53.24....1......F...,0
...f.....d.ca.....b..........51.e4...........F...,0
...f.....d.ca....b...........5...e...........F...,0
...f....aedbc.......................51423....F...,0
...f....ae.b....d.c..........5..4....1.23....F...,0
...f.....e.b..a...c.....d....5...3...1.2.....F...,0
...f.....e.b..a...c..........51..d...........F...,0
...f.....e.b..a........5c..............d.....F...,0
...f....bedca.......................53214....F...,1
...f...b.e.ca...d..............2....53..4....F1..,1
...f....be.c....d.a..........5.2.4...3.......F1..,1
...f....be......d.c......2...53..4...........F1..,1
...f....be......d.......c....5...4...........F1..,1
...f....b.......e.c..............4...........F1..,1
...f.....b.c....e...............14...........F...,1
...f............b.c..............4...........F...,1
...f............b.4..........................F...,1
...f....cdbae.......................53421....F...,0
...f.....dba....c.e..........54......3.21....F...,0
...f.....dba....c............5e........21....F...,0
...f.....d......cab.....5..............21....F...,0
...f.....d.b....a................2......1....F...,0
...f.....d........b.....a........2...........F...,0
...f....adbce.......................14235....F...,0
...f....ad.c....b.e..........4...5..1.23.....F...,0
...f....ad.c....b.e..........4.325..1........F...,0
...f....ad.c....b............41.e5...........F...,0
...f....ad.c....b.......5....41..............F...,0
...f.....d.c............a....4...............F...,0
...f....cbaed.......................45231....F...,0
...f.....bae....c.d..........54.......231....F...,0
...f.....b.e....ca......d....5...3....2.1....F...,0
...f.....b.e....ca....5..........d......1....F...,0
...f....dcbea.......................24351....F...,0
...f.....c.ea...d.b..........4...5..2.3.1....F...,0
...f.....c.e......b.a...d....4...5..2...1....F...,0
...f.....c.ea.....b...........4..5......1....F...,0
...f.......e....4.b.a............5......1....F...,0
...f............e.b.a...........15...........F...,0
