FEN,Result
...f....dbeac.......................41523....F...,1
...f.....b.ac...d.e...........5.....41.2.....F3..,1
...f.....b..c...d.e.....a....4.......1.2.....F3..,1
...f.....b.c....d.e..........41..2...........F3..,1
...f.....b.c....d.e..........4...2.....3.....F...,1
...f.......c.....be.....d....4...2...........F...,1
...f.....b.c....4.e..............2...........F...,1
...f....dcbae.......................41523....F...,0
...f.....cba....d.e..........45......1.23....F...,0
...f.....cba....d.e..........4...3...1.2.....F...,0
...f.....c.a....d.e.....b....4...3...1.......F...,0
...f.....c......dae...........4..3...........F...,0
...f....acbde.......................52341....F...,0
.a.f.....cbd......e..........5.......23.1....F4..,0
.a.f.....c.d....b.......e....5.......2..1....F4..,0
...f....ac.d....b.e..........52..1...........F4..,0
...f....ac.d....b.e..........52.41...........F...,0
...f....ac.d....b.....5.......e..1...........F...,0
...f....ac.d....b.......5........1...........F...,0
...f.....c......a.d.......1..................F...,0
...f....caedb.......................41523....F...,0
...f.....a.db...c.e..........4..5....1.23....F...,0
...f.....a.db...c.e..........4...3...1.2.....F...,0
...f.......db....ae.....c....4...3...1.......F...,0
...f.......db...a.e...........4..3...........F...,0
...f.......db...a.e.......3..................F...,0
...f....bdcea.......................32145....F...,0
...f....bd.e....c.a...........1..5..32.4.....F...,0
...f....bd......cae..........31.45...2.......F...,0
...f....bd......c.......a....3...5...2.......F...,0
...f....bd........a.....c....3...5...........F...,0
...f....eadbc.......................32514....F...,0
...f.....a.bc...e.d.............54..32.1.....F...,0
...f.....a.bc...e.d..........3...4...2.1.....F...,0
...f.......bc...ea......d....3...4.....1.....F...,0
...f.......b....eac..........3..4............F...,0
...f.......b....eac...3......................F...,0
...f....aecdb.......................53124....F...,0
...f....aecdb.................1......3.24..5.F...,0
...f....ae.d....c.b..........31..4.....2...5.F...,0
...f.....e.d....c.b..a.......315.4.....2.....F...,0
...f.....e.d....c.b..3..5.....1..4.....2.....F...,0
...f.......d......b...e.......1..4.....2.....F...,0
...f.......d....b.....1.........24...........F...,0
...f.......d......b...1...4..................F...,0
...f.......d...........1.....................F...,0
...f....caebd.......................34521....F...,0
...f.....a.bd...c.e...........52....34..1....F...,0
...f.......bd...c.e.....a....4.2....3...1....F...,0
...f.......bd.....e..........4c.........1....F...,0
...f........d....b......e...............1....F...,0
...f.......d.....be.......1..................F...,0
...f....cabed.......................53241....F...,0
...f.....abe....c.d..........5...4...32.1....F...,0
...f.....a.e....c.d......b...523.4......1....F...,0
...f.....a......c.e......4...52.........1....F...,0
...f.....a......c.e..........52..1...........F...,0
...f.....a......c.e....5.........1...........F...,0
...f.....a........e.......1..................F...,0
...f....aebdc.......................35412....F...,0
...f....ae.d....b.c..........5..4...3..12....F...,0
...f.....e....a.b.d..........5......3..12....F...,0
...f.....e......b.d..........a3..2.....1.....F...,0
...f.....e......b.d..........3..12...........F...,0
...f.....e......b.d....3.........2...........F...,0
...f....badec.......................53214....F...,0
...f.....a.ec...b.d..............4...321...5.F...,0
...f.....a.ec...b.d..........32..4.....1...5.F...,0
...f.....a.ec...b.d..........325.4.....1.....F...,0
...f........c...bae..........32..4.....1.....F...,0
...f........c....ae..........3..b4...........F...,0
...f.......c.....a......e....3...............F...,0
...f.......c....a.e....3.....................F...,0
...f....cdeba.......................52314....F...,1
.c.f.....deb......a...........3.....52..4....F.1.,1
...f....cd.b....e.a..........53......2..41...F...,1
...f....cd......e.b......4...53......2...1...F...,1
...f......d...c.e............53......2...1...F...,1
...f......d...c..............5e..........1...F...,1
...f....c.......d.......5................1...F...,1
...f....eacdb.......................51234....F...,0
...f.....a.db...e.c..........5...4...123.....F...,0
...f.....a.db...e.c..........52.34...1.......F...,0
...f.....a.db...e............5c1.4...........F...,0
...f.....a.d......b.....e......1.4...........F...,0
...f.....a.d....b........4...................F...,0
...f....ceabd.......................35241....F...,1
...f.....eab....c.d..........5...4..3.2.1....F...,1
...f.....e.b....c.d......a...53.24......1....F...,1
...f.....e......c.b......4...53.........1....F...,1
...f............e.4....3.....5..........1....F...,1
...f.............e...........5..........1....F...,1
...f..................e..........1...........F...,1
...f.....e.......1...........................F...,1
...f....decab.......................54123....F...,0
...f.....e.ab...d.c..........54.......123....F...,0
...f.....e..b....ac.....d....5...3....12.....F...,0
...f.....e.b.....ac...........5..3.....2.....F...,0
...f.....e.b....a.c.............23...........F...,0
...f....acedb.......................43215....F...,0
...f.....c.db...a.e.............51..432......F...,0
...f.....c.db.....e.....a....4...1...32......F...,0
...f.....c.db.....e....a.....423.1...........F...,0
...f.......d....3.e.b........42..1...........F...,0
...f......d.........b...e....4...1...........F...,0
...f....bdeac.......................21345....F...,1
...f.....d.ac...b.e.............45..213......F...,1
...f.....d..c...ba......e.....3..5..21.......F...,1
...f.....d......bac..........21..5...........F...,1
...f.....d......b.c.......5..2a..............F...,1
...f.....d........5....b.............2.......F...,1
...f....dacbe.......................35421....F...,0
...f.....acb....d.e..........54.....3..21....F...,0
...f.....acb......e..........5d........21....F...,0
...f.....a.b....c.......e..............21....F...,0
...f.......b....cae.............12...........F...,0
...f....cebda.......................14352....F...,0
...f.....e.da...c.b..........4...5..1.3.2....F...,0
...f.....e.d....c.b........a.43.25..1........F...,0
...f.......d....e.b..........4..2a..1........F...,0
...f.......d....e.b..........41..2...........F...,0
...f.......d..........e.b........2...........F...,0
...f....bcdae.......................12534....F...,0
...f....bc.a....d.e...........5..4..12.3.....F...,0
...f....bc.a....d...............e4..12.......F...,0
...f....bc.a....d............21........e.....F...,0
...f....cbead.......................23451....F...,0
...f.....b.ad...c.e...........4..5..23..1....F...,0
...f.....b..d...ca......e....3...5..2...1....F...,0
...f.....b..d...ca...........e..15...........F...,0
...f....cabed.......................23415....F...,0
...f.....abe....c.d...........4..5..23.1.....F...,0
...f.....a.e....cb......d....3...5..2..1.....F...,0
...f.....a.e....cb...........d..15...........F...,0
...f.....a.e....c.......b.5..........d.......F...,0
...f....bcdea.......................24315....F...,1
...f.....c.ea...b.d..............5...431...2.F...,1
...f.....c.e....b.d........a.4..35.....1...2.F...,1
...f.......e....c.d..........4...a.....1...2.F...,1
...f.......e....c.d..........4...1.2.........F...,1
...f.......e....c.d...4......2...1...........F...,1
...f.............e...........2...1...........F...,1
...f..................e...1..................F...,1
...f.....e.......1...........................F...,1
...f....ecadb.......................45321....F...,0
...f.....cad....e.b..........54.......321....F...,0
...f.....c.d.....ab.....e....5..3......21....F...,0
...f.....c.d....a.b..........5..12...........F...,0
...f.....c.d......b....a.........2...........F...,0
...f....dcaeb.......................41352....F...,1
...f.....cae....d.b..........4...5...13.2....F...,1
...f.....c.e....d.b....a.....43.25...1.......F...,1
...f.......e....c.b....4........25...1.......F...,1
...f............4.e......5......2....1.......F...,1
...f....becad.......................13245....F...,0
...f....be.a....c.d............3.5..1.24.....F...,0
...f....be......ca......d......3.5..1.2......F...,0
...f....be......ca...........1..d5...........F...,0
...f....be......c.......a....1...............F...,0
...f....eadbc.......................24135....F...,1
...f.....ad.c...e..b..........4..5..2.13.....F...,1
...f.....ad.c......b............e5..2.1......F...,1
...f.....a..c...d.b..........2..15...........F...,1
...f.....a..c...d.b......5...2...............F...,1
...f.......5....da...........2...............F...,1
...f....adcbe.......................15423....F...,0
...f....ad.b....c.e..........5..4...1..23....F...,0
...f.....d.b..a.c.......e....5...3..1..2.....F...,0
...f.....d.b..a.c............51..e...........F...,0
...f....cedab.......................25341....F...,0
...fa...ce..b.....d..........5...4..2.3.1....F...,0
...f.....e.ab...c.d..........52.34......1....F...,0
...f.....e.ab.....d..........5c.14...........F...,0
...f.......ab.....d.....e.......14...........F...,0
...f....edbca.......................24135....F...,0
...f.....d.ca...e.b..........4...5..2.13.....F...,0
...f.....d.ca...e.b..........42.35....1......F...,0
...f.....d.ca.....b..........4e.15...........F...,0
...f.....d.ca....b...........e...5...........F...,0
...f....decba.......................31425....F...,0
...f.....e.ba...d.c.............45..31.2.....F...,0
...f.....e.b......c.a...d....3...5...1.2.....F...,0
...f.......b....e.c.a........3..5....1.......F...,0
...f.......b....e.c.a........31..............F...,0
...f....aecdb.......................24135....F...,0
...f....aecdb....................5...413..2..F...,0
...f.....e.db...a.c..........4..35....1...2..F...,0
...f.....e.db....a......c....41..5........2..F...,0
...f.....e.d.....ab...........4..5.2.........F...,0
...f............edb..............5.2.........F...,0
...f.....d.b....e........5...2...............F...,0
...f.....d.b......e...2......................F...,0
...f....aecbd.......................53124....F...,0
...f.b...ec.d...a...............2...5.1.4...3F...,0
...f.....ecb....a.d..........5..24....1.....3F...,0
...f.....e.b....a.d.....c....51..4..........3F...,0
...f.....e.b......d....a.....53..4...........F...,0
...f.......b....ed...........5...4...........F...,0
...f.......b....ed........4..................F...,0
...f....aedbc.......................15234....F...,0
...f....ae.b....d.c..........5......1.23.....F4..,0
...f....ae.b....d.c..........52..3..1........F4..,0
...f....ae.b....d.c..........52.43..1........F...,0
...f....ae.b......c....5......d..3..1........F...,0
...f.....e.b......c.....a........3..1........F...,0
...f.....e.b....a.........c..1...............F...,0
...f....bedca.......................41253....F...,0
...f....be.c....d.a..........4...5...12.3....F...,0
...f....be.c....d.a..........42.35...1.......F...,0
...f....be.c......a..........4d1.5...........F...,0
...f.....e.c....ba......4......1.5...........F...,0
...f.......c.....e......b........5...........F...,0
...f....aedcb.......................21534....F...,0
...f.....e.cb...a.d...........5..4..21.3.....F...,0
...f.....e.cb...a.d.............34..21.......F...,0
...f.......cb...e.d....2........34...1.......F...,0
...f........b...e.d.....c........4...1.......F...,0
...f.......b....e.d..........1..4............F...,0
...f....abcde.......................41523....F...,0
...f....ab.d....c.e..........45......1.23....F...,0
...f....ab.d....c.e..........4...3...1.2.....F...,0
...f.....b.d..a...e.....c....4...3...1.......F...,0
...f.....b.d......e..a........4..3...........F...,0
...f....acebd.......................43152....F...,1
...f....ac..d....e.b................43.5....1F..2,1
...f....ac......e.db.........4...5...3......1F..2,1
...f....ac.b....e.......d....4...5..........1F..2,1
...f.....c.b..a.e.d......5...4...........2..1F...,1
...f.....c.5....e...........a4...........2..1F...,1
...f....bceda.......................32145....F...,0
...f.....c.da...b.e.............45..321......F...,0
...f.....c.d....b...a...e....3...5...21......F...,0
...f.....c.da...b.e..........32.15...........F...,0
...f.....c.da...........be...3..1............F...,0
...f.....c.d......a....3.b...................F...,0
...f....dceab.......................14235....F...,1
...f.....c.ab...d.e..............5..1423.....F...,1
...f.....c.b....dae..........42..5..1..3.....F...,1
...f.....c.b....d........e...42..5..1........F...,1
...f............dc5..........42.....1........F...,1
...f....ebdca.......................34152....F...,1
...f.....b.ca...e.d..........4...5..3.1.2....F...,1
...f.....b.ca...e.d..........43.25....1......F...,1
...f.....b.ca...e............41.d5...........F...,1
...f.....b.c....e.......a....41..............F...,1
...f............b.c..........4...............F...,1
...f...........4b.c..........................F...,1
...f......4.......c..........................F...,1
...f....eadcb.......................25143....F...,0
...f.....ad.b...e..c...........4...2.51.3....F...,0
...f.....ad.b.....c.....e....5.....2..1.3....F...,0
...f.....a.db...e.c..........5..13.2.........F...,0
...f.....a.db..........ec........3.2.........F...,0
...f.....a.db...........c.3..........e.......F...,0
...f....baced.......................41235....F...,0
...f..d.bac.......e.................412.3....F.5.,0
...f....ba..d...c.e..............3...12.....4F.5.,0
...f....b..d....cae.............23...1.5....4F...,0
...f.....b.d....c.e.....a.......23...1......4F...,0
...f.....b.d....c.e..........1...3..........4F...,0
...f.....b.d....c.e..........14..3...........F...,0
...f.....b.d....c.e.......3..1...............F...,0
...f....ceadb.......................31524....F...,0
...f.....ead....c.b.............54..31.2.....F...,0
...f.......d....eab..............4..31.2.....F...,0
...f.......d....eab..........3..24...1.......F...,0
...f.......d....ea...........3b..4...........F...,0
...f.......d......a.....e........4...........F...,0
...f....cbade.......................25431....F...,0
...f.....bad....c.e..........5..4...2..31....F...,0
...f.....b.d....ca......e....5...3..2...1....F...,0
...f.....b.d....c.a...........5..3......1....F...,0
...f.....b.d....c...............a3...........F...,0
...f....bdcae.......................32145....F...,0
...f....bd.a....c.e.............45..321......F...,0
...f....bd......ca......e....3...5...21......F...,0
...f....bd.a....c.e..........32.15...........F...,0
...f....bd.a............ce...3..1............F...,0
...f.....d.a....b......3.c...................F...,0
...f....decab.......................42531....F...,0
d..f.....e.ab...c...........4...1....253.....F...,0
...f....de.a....c.b...4.......5.1....2.3.....F...,0
...f.....e......dab.....5.......1....2.3.....F...,0
...f.......a....e.b.............13...2.......F...,0
...f............e.b.....a....2...3...........F...,0
...f............e.3..........2.........a.....F...,0
...f....ecadb.......................34152....F...,1
...f.....cad....e.b...........1..5..34..2....F...,1
...f.....c.d....e.b......a...41.25..3........F...,1
...f.....c......e.d......5...41.....3........F...,1
...f.............e...........41.....3........F...,1
...f....baecd.......................24315....F...,0
...f.....a.cd...b.e............4.5..2.31.....F...,0
...f.....a.cd...b.............e..5..2..1.....F...,0
...f.....a.cd...b...............15...e.......F...,0
...f....badce.......................15423....F...,0
...f....ba.c....d.e..........54.....1..23....F...,0
...f....b..c.....ae.....d....5...3..1..2.....F...,0
...f....b..c.....ae..........51..d...........F...,0
...f....dbcea.......................15423....F...,0
...f.....b.ea...d.c..........5..4...1..23....F...,0
...f.....b.e......c.a...d....5...3..1..2.....F...,0
...f.....b.e......c.a........51..d...........F...,0
...f.....b.e........a.5.c..............d.....F...,0
...f....adceb.......................43152....F...,1
...f.....d.eb...a.c..........4...5...31.2....F...,1
...f.......eb...d.c....3.....4...5....1.2....F...,1
...f.......e....dcb..........4..25....1......F...,1
...f.....c.e....d.......b....41..5...........F...,1
...f.....c......d.e.......5...4..............F...,1
...f.....d.......5............4..............F...,1
...f....acdbe.......................25314....F...,0
...f.....cdb...a..e................2.5314....F...,0
...f.....c.b....d.e....a.....5...4.2..31.....F...,0
...f.....c......dbe..........2..34.....1.....F...,0
...f.....c.......be..........2..d4...........F...,0
...f.....c......b.......e....2...............F...,0
...f....bedac.......................24531....F...,0
...f....be.a....d.c...........5.1...24.3.....F...,0
...f....be......d.c.....a....4..1...2..3.....F...,0
...f....be......d.c..........4...3..2........F...,0
...f....be.c............d....4...3...........F...,0
...f....be.c....d.........3..................F...,0
...f.....e....b.d.3..........................F...,0
...f....baced.......................34512....F...,1
...f....ba.e....c.d.............5...3..12...4F...,1
...f....b.......cae.................3..12...4F...,1
...f.....b.a....c.e..........3...2.....1....4F...,1
...f.....b.a....c.e..........34..2.....1.....F...,1
...f.....b.a....c.e..........3..12...........F...,1
...f.....b.a....c.e...3..........2...........F...,1
...f.....3......a.e..............2...........F...,1
...f....dcabe.......................21453....F...,0
...f.....cab....d.e.............45..21..3....F...,0
...f.....cab......e.............d5..21.......F...,0
...f.....c.b......e.....a...........21.......F...,0
...f.....c.b......e....a.....21..............F...,0
...f............cbe..........2...............F...,0
...f....cbaed.......................32451....F...,0
...f.....bae....c.d.............45..32..1....F...,0
...f.....b.e....ca......d....3...5...2..1....F...,0
...f.....b.e....ca...........d..15...........F...,0
...f.....b.e....c.......a.5..........d.......F...,0
...f....bdcea.......................15342....F...,1
...f....bd.e....c.a..........5........342.1..F...,1
...f....bd......c.e......4...5........3.2.1..F...,1
...f....bd......c.e..........5..3.......2.1..F...,1
...f.....d....b...e.....c....5...2........1..F...,1
...f....bd......c.e....5.........2.1.........F...,1
...f....b5........e..............2.1.........F...,1
...f....bcdae.......................54123....F...,0
...f.....c.ae...b.d..........54.......123....F...,0
...f.....c..e...ba......d....5...3....12.....F...,0
...f.....c..e...ba...........5.2.d...........F...,0
...f....cdeba.......................13542....F...,0
...f.....d.ba...c.e.............54..13..2....F...,0
...f.....d.ba...c.e..........3...4..1...2....F...,0
...f.....d.b....c.e........a.31.24...........F...,0
...f.....d......cb.e.........31.2............F...,0
...f.....d.........e..c.b....3...............F...,0
...f....baecd.......................32145....F...,0
...f.....a.cd...b.e..............5...214....3F...,0
...f.......cd...ba......e........5...21.....3F...,0
...f.....a.cd...b.e..........21..5..........3F...,0
...f.....a.cd...b.e..........2...5...3.......F...,0
...f.......cd...ba......e....2...5...........F...,0
...f.......cd...b.a..........2...............F...,0
...f....dcabe.......................53124....F...,0
...f.....c.be...d.a..........5.3......124....F...,0
...f.....c.b....d.e......3...5...4....12.....F...,0
...f.....c.b....d.e..........51..4.....2.....F...,0
...f.....c......d.e.....b....51..4...........F...,0
...f.....c......5.e..............4...b.......F...,0
...f....dceba.......................41532....F...,0
...f....dc.b....e.a..........45......1.32....F...,0
...f....dc.b....e.a..........4...3...1..2....F...,0
...f....dc.b.....a......e....4...3...1.......F...,0
...f....dc.b....e.......a....4...3...........F...,0
...f.....c.b....d......ea3...................F...,0
...f....cabed.......................14325....F...,0
...f.....abe....c.d..........4...5..1.32.....F...,0
...f.....a.e.....bd.....c....4...5..1..2.....F...,0
...f.....a.e....b.d..........4..5...1........F...,0
...f............bae..........4......1........F...,0
...f.......a......e.....b....4...............F...,0
...f............4ae..........................F...,0
...f....cdaeb.......................42153....F...,0
...f.....dae....c.b..........4...5...21.3....F...,0
...f.....d.e....c.b....a.....41.35...2.......F...,0
...f.......e....d.b....4........35...2.......F...,0
...f............4.e......3.......5...2.......F...,0
...f.............e...............5...2.......F...,0
...f.....e...............5...2...............F...,0
...f....debac.......................51324....F...,0
...f.....eba....d.c..........5...4...132.....F...,0
...f.....e.a....db......c....5...4...1.2.....F...,0
...f.....e.a....d.b..........5..4....1.......F...,0
...f.....e.a......b..........5d..............F...,0
...f....ecdab.......................42351....F...,0
...f.....c.ab...e.d..........4...5...23.1....F...,0
...f.....c..b...ea......d....4...5...2..1....F...,0
...f.....c......eab...........4..5......1....F...,0
...f.....c......eab.............15...........F...,0
...f.....c......e.b.......5...a..............F...,0
...f....eabdc.......................23451....F...,0
...f.....abd....e.c..............5..234......F..1,0
...f.....a.d....e.c....b.....3..45..2........F..1,0
...f.....a.d......c.....e........5..2........F..1,0
...f.......d....eac..........2...5.......1...F...,0
...f.......d....ea5..........2...........1...F...,0
...f............e.a..........2...1...........F...,0
...f....cadeb.......................54132....F...,0
...f.....a.eb...c.d..........54.......132....F...,0
...f.......eb...ca......d....5...3....1.2....F...,0
...f.......eb...ca...........51..d...........F...,0
...f.......eb...c.....5.a..............d.....F...,0
...f....baced.......................45321....F...,0
..af....b.c.d....e.............5.....4321....F...,0
..af....b.c.d...e............4........321....F...,0
...f....bac.....e.d..........43..2......1....F...,0
...f....bac.....e............4..d2...........F...,0
...f....bceda.......................41325....F...,0
...f....bc.d....e.a..........4...5...132.....F...,0
...f....bc.d.....a......e....4...5...1.2.....F...,0
...f.....c.d....ba...........4..5....1.......F...,0
...f.....c.d....b............4a..............F...,0
...f....dacbe.......................53412....F...,0
...f.....acb....d.e..........5..4....3.12....F...,0
...f.....acb......e..........5d........12....F...,0
...f.....a.b....c.......e..............12....F...,0
...f.......b....cae.............12...........F...,0
...f....debac.......................35412....F...,0
...f.....eba....d.c..........5........412...3F...,0
...f.....e.a.....bc.....d....5.........12...3F...,0
...f.....e.a....d.c....b.....5..12..........3F...,0
...f............eac.............12..........3F...,0
...f............e.c...........a..2...3.......F...,0
...f.......c............e........2...........F...,0
...f....baecd.......................54123....F...,0
...f.....a.cd...b.e..........54.......123....F...,0
...f.......cd...ba......e....5...3....12.....F...,0
...f.....a.cd...b.e..........5.213...........F...,0
...f.....a.cd.....e...5.........b3...........F...,0
...f.......cd.....e...a.3....................F...,0
...f....cbdae.......................41352....F...,1
...f....cb.a....d.e..........4...5...13.2....F...,1
...f....cb.a....d.e..........43.25...1.......F...,1
...f....cb.a......e..........41.d5...........F...,1
...f.....b.a....c.......e....41..............F...,1
...f.....b.a......c....4.....................F...,1
...f.....b.a......4..........................F...,1
...f....abced.......................12435....F...,0
...f....ab.e....c.d.............45..12.3.....F...,0
...f....ab.e....c...............d5..12.......F...,0
...f....ab......c.......e...........12.......F...,0
...f.....b....a.c.e..........21..............F...,0
...f....bdeac.......................32154....F...,0
...f.....d.ac...b.e.............45..321......F...,0
...f.....d..c...ba......e....3...5...21......F...,0
...f.....d.c....bae..........312.5...........F...,0
...f.....d.c.....a......b.e..31..............F...,0
...f.....d.c....bae...13.....................F...,0
...f....dcaeb.......................32415....F...,0
...f.....cae....d.b.............45..32.1.....F...,0
...f.....c.e.....ab.....d....3...5...2.1.....F...,0
...f.....c.e.....ab..........d..15...........F...,0
...f....acdbe.......................35421....F...,0
...f....ac.b....d.e..........5..4...3..21....F...,0
...f....ac.b......e..........5d........21....F...,0
...f.....c.b......e.....a..............21....F...,0
...f.....c.b......e....a........12...........F...,0
...f....dcbae.......................15423....F...,0
...f....dcbae................5..3...1.42.....F...,0
...f....dcba............e....5..3...1..2.....F...,0
...f....dcba.................51..e...........F...,0
...f....dcabe.......................25413....F...,0
...fa...dc.b......e..........5......2.41.....F..3,0
...fa....c.b......e.....d....5......2..1.....F..3,0
...f.....c.ba...d.e..........5...3..2..1.....F...,0
...f.....c.b......e.a...d....5...3.....1.....F...,0
...f.....c.b......e.a.5..........d...........F...,0
...f....cbdae.......................24531....F...,0
...f....cb.a....d.e..........45.....2..31....F...,0
...f....cb.a....d.e..........4...3..2...1....F...,0
...f....cb.a....d.e..........42.13...........F...,0
...f....cb.a......e......d...4...3...........F...,0
...f....cb.a......e....4...............d.....F...,0
...f....aecbd.......................13452....F...,0
...f....ae.b....c.d.............45..13..2....F...,0
...f.....e.b..a.c.......d....3...5..1...2....F...,0
...f....ae.b....c............3..5...1........F...,0
...f.....e......a.b..........3......1........F...,0
...f.....e.b............a....3...............F...,0
...f....cabed.......................54312....F...,0
...f.....abe....c.d..........54.......312....F...,0
...f.....a.e....cb......d....5..3......12....F...,0
...f.....a.e....cb...........5.1.d...........F...,0
...f.....a.e....c......5b..............d.....F...,0
...f....baced.......................24513....F...,0
...f....ba.e....c.d..........4..5...2..13....F...,0
...f....b.......cae..........4......2..13....F...,0
...f.....b.a....c.e..........42..3.....1.....F...,0
...f.....b.a......e..........4..c3...........F...,0
...f.......a....b.......e....4...............F...,0
...f............4ae..........................F...,0
...f....bedac.......................52134....F...,0
...f.....e.ac...b.d..........5...4...213.....F...,0
...f.....e.c....bad..........51.34...2.......F...,0
...f.....e.c....ba...........51d.4...........F...,0
...f.....e.c....b.....5.a........4.....d.....F...,0
...f.......c....e.a....................4.....F...,0
...f............e.c......4...................F...,0
...f....badec.......................43251....F...,0
...f.....adec...........b.....2.....4.351....F...,0
...f.....a.ec...........d........5..4.3.1....F...,0
...f.....a.e....d.c..........4..35......1....F...,0
...f.....a.e....d............4..c5...........F...,0
...f.....a......d.......e....4...............F...,0
...f....cbeda.......................51342....F...,0
...f....cb.d....e.a..........5..3....1.42....F...,0
...f....cb.d.....a......e....5...4...1..2....F...,0
...f....cb.d.....a...........51..e...........F...,0
...f....ecabd.......................25413....F...,1
...f.....cab....e.d..........5......2.4.3....F.1.,1
...f.....c.b....e.d....a.....54..3..2........F.1.,1
...f.......b....c.d....5.........3..2........F.1.,1
...f.......d.....5...............3..2........F.1.,1
...f....aedcb.......................34512....F...,0
...f.....e.cb...a.d..........4..5...3..12....F...,0
...f.....e.cb...a.d..........43........12....F...,0
...f.......cb...e.d....3.....4...2.....1.....F...,0
...f.......b....ecd..........4..12...........F...,0
...f.......b......d....ec........2...........F...,0
...f....dabec.......................41523....F...,0
...f.....abe....d.c..........45......1.23....F...,0
...f.......e....abc..........4.......1.23....F...,0
...f.....b.e.....ac..........4..23...1.......F...,0
...f.....b.e.....a...........4c..3...........F...,0
...f.....b.......a......e........3...........F...,0
...f.....b......e.a......3...................F...,0
...f....bceda.......................13254....F...,1
b..f.....c.da.....e..........1...5...32.4....F...,1
...f....bc.da...........e....1...5...32......F...,1
...f.....c.da...b............1..5....3.......F...,1
...f.....c.d....5........a...1.......3.......F...,1
...f....dbaec.......................43521....F...,0
...f.....bae....d.c...........5.2...43..1....F...,0
...f.....b.e....d.c.....a....4..2....3..1....F...,0
...f.....b.e....d............4c.........1....F...,0
...f.....b........e.....d...............1....F...,0
...f............dbe.......1..................F...,0
...f....edbac.......................14532....F...,0
...f.....dba....e.c..........45.....1..32....F...,0
...f.....dba....e.c..........4...3..1...2....F...,0
...f.....d.a....e.c......b...41.23...........F...,0
...f.....d......e.a......3...41..............F...,0
...f......d.....e............41..............F...,0
...f.......d....1............4...............F...,0
...f..............d...4......................F...,0
...f....aebcd.......................15243....F...,0
...f....ae.c....b.d..........5...4..1.2.3....F...,0
...f.....e.c....b.d..a.......52.34..1........F...,0
...f.......c....e.d..........a2..4..1........F...,0
...f.....e.c............d....1...4...........F...,0
...f.....e.c......d....1.....................F...,0
...f....eadbc.......................23154....F...,0
.a.f......dbc...e...............54..231......F...,0
.a.f......dbc.....e..........3...4..2.1......F...,0
...f.....a.bc...d.e..........32.14...........F...,0
...f.....a.bc.....e......d...3...4...........F...,0
...f.....a.bc.....e...3......................F...,0
...f........c...3be..........................F...,0
...f....caedb.......................51423....F...,0
...f.....a.db...c.e..........51.......423....F...,0
...f.....a.db...c.e..........51.43.....2.....F...,0
...f.....a.db...........c....5...3.....2.....F...,0
...f.....a.d......b..........5..3............F...,0
...f............a.d..........5...............F...,0
...f....aedcb.......................43215....F...,1
...f....ae.c....d.b..............5.4.321.....F...,1
...f....ae.c....d.b..........4..25...3.1.....F...,1
...f.....e.c..a...b.....d....4..25.....1.....F...,1
...f.......c..a.e.b..........4.15............F...,1
...f.......c..a.........b....4...............F...,1
...f.......c..4..b...........................F...,1
..4f.......c.............b...................F...,1
...f....acdeb.......................24153....F...,0
.a.f.....c.eb...d.............1.....2..53...4F...,0
...f....ac.e....d.b...........1.35..2.......4F...,0
...f.....c.e..a...b.....d....21..5..........4F...,0
...f....ac.e......b..........24..5...........F...,0
...f.....c......a.e..........2...5...........F...,0
...f.....c......a.e...2......................F...,0
...f....decab.......................43125....F...,0
...f.....e.ab.d.c...............52..431......F...,0
...f....de.a....c.b.....5....4...2...31......F...,0
...f.....d.a....e.b..........43..2....1......F...,0
...f.....d.......ab.....e....4..12...........F...,0
...f.....d......a.b....4.........2...........F...,0
...f....adecb.......................45312....F...,0
...f....ad.c....e.b..........5...2..4.31.....F...,0
...f....ad.c....e.b..........54.32.....1.....F...,0
...f....ad.c......b..........5.1e2...........F...,0
...f.....d.c......b.....a....5...2...........F...,0
...f....dcbea.......................23514....F...,1
...f.....c.ea...d.b.....5...........23.14....F...,1
...f.....5.e......b........a........23.14....F...,1
...f....bedca.......................51243....F...,1
...f....be.c....d.a..........5...4...12.3....F...,1
...f....be......d.c......3...5...4...12......F...,1
...f.....ed...b..............5...4...12......F...,1
...f.....e....b.........d....5...4...1.......F...,1
...f..........b.e.............5..4...........F...,1
...f..........b.e.........4..................F...,1
...f.....b..4...e............................F...,1
...f....abdce.......................53241....F...,0
...f....ab.c....d.e..........5.......32.1....F4..,0
...f....ab.c....d.e..........523........1....F4..,0
...f....ab.c......e..........5d..1...........F4..,0
...f.....b.c......e.....a........1...........F4..,0
...f.....b.c......e....a........41...........F...,0
...f.....b.c....e......a.1...................F...,0
...f....cbdae.......................52143....F...,0
...f....cb.a....d.e................5.2143....F...,0
...f....cb.a....d.e..........5...4...21.3....F...,0
...f....cb.a....d.e..........51.34...2.......F...,0
...f....cb.a......e..........51d.4...........F...,0
...f....cb.a....d.e....5.........4...........F...,0
...f....5b......a.e..............4...........F...,0
...f....cbeda.......................34125....F...,1
...f....cb.d....e.a..........4...5..3.12.....F...,1
...f....cb.d....e.a..........43.15.....2.....F...,1
...f....cb.d............a....4...5.....2.....F...,1
...f....cb......a.d.....2....4...5...........F...,1
...f.....b.d....c.........5..4...............F...,1
...f............cb5...4......................F...,1
...f....dbace.......................21435....F...,0
...f.....bac....d.e.............45..21.3.....F...,0
...f.....bac......e.............d5..21.......F...,0
